name,ingredients,preparation
TURRON DE DOÑA PEPA ,"5 tazas de harina,1 taza de mantequilla,3 yemas de huevo,5 cucharadas de agua de anís muy concentrada,1 cucharadita de sal,1 bola de,½ taza de agua,¼ de luquete de naranja (sin la parte blanca),6 clavos de olor","Turrón:Cernir los ingredientes secos y mezclar con mantequilla, con la ayuda de un cortapastas o estribo.
Incorporar las yemas de huevo y el agua de anís.
Trabajar la masa hasta que quede suave. Formar rollos de 1 cm de diámetro aproximadamente x 18 cm de largo (0.5 x 9 pulgadas).
Colocar los rollos en una lata para horno engrasada con una ligera separación entre cada uno.
Hornear a 350° F (175° C) por 25 minutos, hasta que se doren ligeramente. Enfriar.
Miel:Hervir todos los ingredientes juntos por 40 minutos aproximadamente a fuego lento hasta punto de bola blanda 238° F (113° C) en termómetro. Si no se dispone de un termómetro de caramelo, llenar un vaso de agua fría y echar una gota de la miel observando si se forma una bola blanda.
En una fuente colocar una capa de rollos muy juntos, uno al lado del otro. Rociar con la miel fría.
Repetir la operación colocando rollos en forma contraria a la capa anterior. Rociar con miel. Repetir una tercera capa. Terminar con miel.
Opcional: Decorar con grageas de colores surtidos.
Rinde: 1 turrón de 18 x 18 cm (9 x 9 pulgadas) de tres capas.
"
TORTA RELAMPAGO ,"11 huevos,1 ½ taza (300 gr) de azúcar,2 ½ tazas (300 gr) de harina,2 cucharadas polvo de hornear,250 g mantequilla derretida,1 litro de leche (4 tazas),2 cucharadas de maicena (fécula de maiz),3 tazas (600 gr) de azúcar,7 yemas,¼ cucharadita de vainilla"," Batir los huevos con el azúcar hasta que duplique su volumen y tome un color amarillo claro.
Cernir harina con polvo de hornear y añadir a la mezcla anterior en forma envolvente con una cuchara o espátula.
Agregar la mantequilla derretida tibia. Mezclar.
Colocar en dos moldes redondos 26 cm x 3 cm (10 x 2 pulgadas), engrasados y enharinados.
Hornear en 350° F (175° C) por 40 minutos.
Desmoldar una vez que estén completamente fríos.
Relleno:Mezclar en un bol, la leche, fécula de maíz, azúcar, yemas y vainilla. Colar y llevar al fuego en baño María, moviendo constantemente hasta que espese.
Dividir cada bizcocho longitudinalmente y untar cada capa con la crema bien caliente. Bañar por encima con el resto de la crema.
Decorar con naranjas y cerezas confitadas (opcional).
"
TURRON DE COCO,"4 huevos,2 tazas (400 gr) de azúcar (queda más amelcochado si se usa azúcar rubia),100 gr (3 ½ oz) de mantequilla, derretida,1 taza (120 gr) de harina,1 cucharadita de polvo de hornear,2 tazas (400 gr) de coco rallado seco,1 lata de leche condensada (397 gr),¼ kg de albaricoques,¾ de taza (150 gr) de azúcar,1 taza (250 ml) de leche evaporada,5 yemas de huevo,½ taza (100 gr) de azúcar,½ cucharadita de maicena,1 cucharadita de extracto de vainilla"," Batir juntos los huevos hasta que se pongan espumosos. Agregar gradualmente el azúcar y continuar batiendo hasta que la mezcla esté espesa. Agregar la mantequilla derretida, bajar la velocidad de la batidora y agregar la harina cernida con el polvo de hornear. Por último, incorporar el coco rallado y mezclar.
Verter la mezcla en dos moldes engrasados y enharinados (de preferencia con papel manteca en el fondo) y llevar al horno de 180°C (350ºF) durante 15 minutos aproximadamente o hasta que esté cocido. Retirar del horno y enfriar hasta que queden tibios.
Desmoldar tibios.
Manjarblanco:Colocar 1 lata de leche condensada en una olla, cubrirla con agua. Llevarla a hervir durante 2 horas. 
Agregar más agua si ésta se evapora. Retirar del fuego y colocar la lata en agua fría. No abrir la lata hasta que enfríe completamente.
Compota de Albaricoque:Remojar los albaricoques en agua que los cubra durante 20 minutos. Llevar al fuego. Cocinar hasta que estén muy blandos. Agregar el azúcar, mover y cocinar 15 minutos más o hasta que tenga consistencia para untar. Si quedaran trozos grandes, picarlos.Crema de yemas:Batir las yemas con el azúcar hasta que estén espesas. Agregar la maicena y mezclar. Hervir la leche y retirar del fuego. Fuera del fuego, incorporar batiendo, gradualmente, la leche caliente a las yemas. Regresar la mezcla al fuego y cocinar a fuego lento, siempre moviendo, hasta que la crema espese y se vea el fondo de la olla. Agregar la vainilla.
Armado:
Colocar un bizcocho en una fuente, untar con manjarblanco y luego la compota de albaricoques. Colocar encima el otro bizcocho y cubrir con la crema de yemas. Untar los costados con compota de albaricoque
"
TORNILLOS DE NUEZ,"3 ½ tazas de leche evaporada (2 tarros de leche),250 g (9 oz) de nueces, molidas,2 tazas de azúcar,5 coquitos molidos (opcional)"," Colocar la leche con el azúcar en una olla y llevar al fuego medio, moviendo constantemente, hasta que espese y se vea bien el fondo de la olla. Agregar las nueces y los coquitos. La mezcla debe estar lo suficientemente espesa para que al enfriar se puedan formar bolitas con las manos. Para probar el punto, echar una cucharadita de la preparación en un vaso de agua fría y debe formar una bolita.
Una vez frío, formar bolitas con las palmas de las manos. Pasar luego las bolitas por azúcar molida.
"
TOCINO DEL CIELO,"1 tarro de leche evaporada,1 tarro de leche condensada,3 huevos,¾ taza de queso fresco desmenuzado,8 cucharadas de azúcar"," Licúe las dos leches con los huevos y el queso. Prepare el caramelo con el azúcar, en un molde de 30 x 15 centímetros. Cuando enfríe vierta la mezcla de las leches.
Lleve al horno a baño maría durante una hora a 150 °C luego suba la temperatura a 200 °C por diez minutos, para que dore. Una vez frío, desmolde y sirva.
Receta del Sra. María Antonieta Otoya Reaño. (Lima - AFP Unión Vida).
Ganadora del 2do Puesto en el concurso organizado por la Asociación de AFP, Perú."
TOCINO DEL CIELO YANUQ,"12 yemas,Cáscara de un,1 huevo,3/4 de taza de azúcar para acaramelar el molde,3/4 de taza de agua,1 1/4 taza de azúcar,1 3/4 de taza de leche evaporada"," Derretir el azúcar y acaramelar un molde redondo de 1 litro de capacidad (4 tazas). Separar.
Hacer un almíbar con el azúcar, el agua y la cáscara de limón en una olla pequeña, hasta el punto de bola blanda o en termómetro 238° F (113° C). Sacar la cáscara de limón.
Si no se tuviera termómetro, llenar un vaso con agua fría y dejar caer 1 cucharadita del almíbar. Esta se irá al fondo. Introducir los dedos en el agua y formar una bola de consistencia blanda con el almíbar. El almíbar tendrá entonces el punto indicado.
Batir las yemas y el huevo hasta que estén de color claro y duras. Añadir gradualmente (al hilo) el almíbar,una vez listo a las yemas, mientras se continúa batiendo. Agregar la vainilla y la leche y mezclar.
.
Verter ésta preparación en el molde previamente acaramelado.
Llevar al horno en baño maría en 350° F (180° C) por 30-40 minutos o hasta que cuaje y al introducir el probador, éste salga seco.
Retirar del horno y enfriar. Desmoldar.
Opcional: Se puede servir con crema chantilly.
"
TOCINO DE CIELO AREQUIPEÑO,"2 tazas de azúcar blanca para el caramelo,7 huevos,3 latas leche condensada,1 cucharadita de vainilla,150 g (5 ½ oz) de coco rallado"," Colocar las 2 tazas de azúcar en una olla y llevar a cocinar a fuego lento hasta que el azúcar se derrita y se vuelva color caramelo. Acaramelar el fondo y los costados del molde.
Batir los huevos con la leche, vainilla y coco hasta que estén bien mezclados y cremosos.
Colocar en el molde previamente acaramelado y llevar al horno en baño maría a 350°F (180°C), por 45 minutos aproximadamente o hasta que cuaje.
Esperar que enfríe antes de desmoldar.
"
TERRINE DE CHIRIMOYA CON AGUAYMANTO,"2 k (4 lb 8 oz) de chirimoyas, peladas, sin semillas y cortada en trozos,1 k (2 lb 4 oz) de aguaymanto (capulí o Physalis peruviana),2 cucharadas de mantequilla sin sal,½ taza de azúcar rubia,¼ de taza de licor de naranja,6 yemas, ligeramente batidas,½ taza de azúcar,1 cucharada de maicena,1 ½ taza de leche evaporada, pura,1 taza de crema de leche, batida como para chantilly,3 cucharaditas de colapez en polvo,Aguaymantos frescos con cáscara, para decorar"," Retirar las hojas secas a los aguaymantos. Derretir la mantequilla en una sartén, agregar los aguaymantos, y la azúcar rubia. Dejar que los aguaymantos se caramelicen. Verter el licor encima y flambear. Reservar.
Diluir la colapez en polvo en ¼ de taza de agua y llevar luego al fuego por unos minutos, para terminar de disolver. No debe hervir. Enfriar.
Colocar en una olla las yemas con el azúcar y la maicena. Mezclar bien y agregar la leche. Llevar al fuego y cocinar, moviendo, hasta que espese. Retirar del fuego y dejar que enfríe completamente. Una vez fría, agregar la crema de leche batida como para chantilly en forma envolvente. Por último agregar la colapez diluida y mezclar bien.
Forrar un molde largo (como los de pan) con film plástico. Extender en el fondo una capa de la preparación de los aguaymanto. Luego, cubrir éstos con los trozos de chirimoya. Cubrir encima con parte de la crema, procurando que penetre bien.
Repetir la capa de los aguaymanto, la chirimoya y el resto de la crema. Tapar con plástico y llevar a cuajar al refrigerador durante 4 horas como mínimo.
Para servir: Desmoldar sobre una fuente larga y decorar con aguaymantos frescos (hay que abrir las hojitas secas y juntarlas atrás).
Otros postres con chirimoya:
Merengue de chirimoya
Manjarblanco de chirimoya
Pie de chirimoya
"
TEJAS DE LIMÓN,"20 limones grandes,2 k (4 lb 8 oz) de azúcar blanca,5 tarros de leche evaporada o 5 litros (9 pintas) de leche fresca pura,½ k (1 lb 2 oz) de azúcar blanca,1 k (2 lb 4 oz) de azúcar blanca,1 cucharada de glucosa,1 limón","Confitado:Extraer el jugo de los limones y ponerlos a hervir en abundante agua con un poquito de sal. Escurrirlos y con ayuda de una cucharita, sacarles el hollejo. Hervirlos nuevamente en abundante agua con sal. Escurrirlos y volverlos a hervir hasta que sumen 6 veces en total.
Entonces, poner en la olla el azúcar, 1 litro de agua y los limones, que deben hervir durante una hora y media hasta que estén calados.
Luego colarlos y dejarlos escurrir en una rejilla. Una vez que se hayan secado, volver a hervir la miel y bañar los limones sobre la rejilla, dejándolos secar.
Relleno:Verter la leche en una olla gruesa de aluminio o, mejor aún de cobre; agregarle el azúcar y poner a hervir hasta que espese. Remover constantemente con una cuchara de palo.
Baño:Poner en una olla el azúcar junto con medio litro de agua (2 tazas) y la glucosa; dejar hervir hasta que tome punto de hilo. Verter este fondant en un tazón rociado con jugo de limón y batir fuertemente con una cuchara de palo hasta que se ponga blanco.
Bañar con esta preparación los limones rellenos con el manjarblanco.
Envolver con papel cebolla al que se le cortan flecos.
Receta del Libro de Cocinas Regionales del Perú, de Gloria Hinostroza C. de Molina
Publicado por la Escuela Profesional de Turismo y Hotelería
Universidad San Martín de Porres
"
SUSPIRO DE LUCUMA ,"2 latas de leche condensada (397 g c/u ó 2 1/2 tazas),8 yemas,4 cucharadas de azúcar,2 lúcumas medianas, peladas y licuadas o procesadas con la cantidad necesaria de leche *,2 claras de huevo,½ taza de Oporto,1 ½ taza de azúcar (para la miel),Canela en polvo,1 cucharadita de extracto de vainilla"," Licuar o procesar las lúcumas con la cantidad necesaria de leche hasta obtener la consistencia de un puré.
Batir las yemas hasta que estén cremosas y de color amarillo claro. Separar.
Colocar la leche condensada con el azúcar en una olla mediana y llevar al fuego moviendo constantemente hasta que espese. Agregar el puré de lúcuma y seguir moviendo hasta que se vea el fondo de la olla. Retirar del fuego y agregar las yemas batidas moviendo rápidamente para que no se corten. Regresar al fuego muy bajo por 5 minutos más. Agregar el extracto de vainilla. La mezcla ya no debe hervir.
Verter en una dulcera de poca profundidad.
Colocar el azúcar para la miel en una olla con el Oporto. Llevar a hervir hasta que el almíbar llegue a punto de bola blanda o 220 °F (110 °C) en el termómetro. Batir las claras a punto de nieve. Gradualmente, y sin dejar de batir verter este almíbar a las claras. Continuar batiendo hasta que el merengue enfríe ligeramente. Con la ayuda de una cuchara y tenedor colocar el merengue en copos cubriendo la crema de lúcuma.
Espolvorear canela en polvo encima del merengue.

* Lucuma deshidratada, equivalencias:
Por cada kilo de lúcuma fresca, usar 4 cucharadas de lúcuma deshidratada (en polvo).
Rehidratar la harina de lúcuma con igual cantidad de agua fría por 2 ó 3 horas antes de usarla, para convertirla en puré.
"
TAJADON,"20 yemas de huevo,1 huevo entero,¼ de taza de pisco,2 tazas de azúcar,1 ½ taza de agua,1/3 de taza de pasas,¼ de taza de almendras, peladas y cortadas por mitad, a lo largo,¼ de taza de pisco"," Colocar las yemas y el huevo entero en el tazón de la batidora. Batir hasta que los huevos estén espesos y de color amarillo claro, aproximadamente 15 minutos. Agregar la copita de pisco y seguir batiendo 10 minutos más. Los huevos deben estar muy espesos y al levantar el batidor se deben de formar burbujas y algunas reventar. Verter la preparación en un molde rectangular de 30x24x4 cm (12x 9 ½ x 2 pulgadas), previamente engrasado.
Llevar al horno precalentado a 350° F(180°C) durante 20 minutos, aproximadamente o hasta que al introducir el probador de tortas éste sale seco. No debe dorar. Apagar el horno. Retirar y cortar en cuadrados.
Miel:Mientras el Tajadón está en el horno, colocar el azúcar con el agua en una olla y llevar a hervir hasta que se forme un almíbar a punto de hilo flojo (223°F /110°C en el termómetro). Se conoce este punto cuando se toma un poco de almíbar entre los dedos índice y pulgar, previamente mojados en agua helada, y éste se corta fácilmente.

Agregar las pasas y el pisco minutos antes de que esté el almíbar. Retirar de la hornilla y dejar enfriar ligeramente. Verter el almíbar sobre los cuadrados de tajadón, hincándolos ligeramente para que absorban la miel.
Colocar una mitad de almendra encima de cada cuadrado.
"
SUSPIRO DE LIMEÑA AL ESTILO YANUQ,"2 latas de leche condensada,8 yemas de huevo,4 cucharadas de azúcar,1 cucharadita de vainilla,2 claras,1 ½ taza de azúcar,½ taza de Oporto,Canela en polvo"," Batir las yemas de huevo hasta que estén bien espesas y color amarillo claro.
Verter la leche condensada en una olla mediana y llevar a hervir, a fuego medio, moviendo constantemente hasta que esté espeso. Retirar del fuego y agregar gradualmente las yemas batidas a la leche condensada, moviendo ligeramente. 
Regresar la mezcla al fuego bajo por 5 minutos, sin hervir. Agregar la vainilla y mezclar.
Verter todo en una dulcera no profunda (puede ser un molde de pie). Dejar enfriar.
Merengue:Mezclar el Oporto con el azúcar en una olla y llevar a hervir (sin mover) hasta que esté en punto de bola blanda (238ºF/113ºC). Para saber si el almíbar está a punto y no se tiene un termómetro, echar 1 cucharadita del almíbar en un vaso con agua helada. El almíbar se irá al fondo del vaso. Introducir los dedos índice y pulgar y tomar el almíbar. Este se puede moldear con los dedos.
Mientras se hace la miel, batir las claras a punto de nieve y reservar.
Retirar el almíbar del fuego, una vez listo, y agregarlo a las claras en forma de hilo, mientras se bate. Continuar batiendo las claras hasta que espesen y se enfríen.
Colocar el merengue encima del manjarblanco de yemas formando picos. Espolvorear encima con canela en polvo.
"
